,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
364,esso,99,RU,1632798453,54,55.9333,158.7,47.8,5.88
365,chapais,95,CA,1632798165,93,49.7834,-74.8492,42.58,7.99
366,porto novo,20,PT,1632798289,92,41.1496,-8.611,61.29,1.99
367,zivinice,99,BA,1632798454,98,44.4494,18.6497,60.46,3.89
368,araouane,0,ML,1632798454,12,18.9048,-3.5265,88.09,9.89
369,santa lucia,46,PH,1632798451,65,17.486,120.4348,86.99,3.53
370,pimenta bueno,17,BR,1632798454,70,-20.4839,-45.7989,66.92,4.79
371,nome,1,US,1632798455,57,64.5011,-165.4064,39.27,5.75
372,llaillay,0,CL,1632798455,59,-32.85,-70.9667,65.25,1.34
373,gamba,100,GA,1632798455,85,-2.65,10.0,75.9,3.51
374,imbituba,5,BR,1632798185,92,-28.24,-48.6703,69.82,11.7
375,moose factory,1,US,1632798196,43,43.6558,-110.7183,57.88,8.05
376,hay river,100,GB,1632798455,91,52.0705,-3.1274,53.92,7.92
377,lorengau,60,PG,1632798456,64,-2.0226,147.2712,85.89,7.9
378,dongli,0,CN,1632798456,52,23.5656,116.8194,87.73,2.57
379,aqtobe,90,KZ,1632798456,93,50.2797,57.2072,37.49,8.95
380,okhotsk,100,RU,1632798457,88,59.3833,143.3,45.81,8.59
381,beringovskiy,100,RU,1632798457,74,63.05,179.3167,39.16,3.4
382,bojnurd,0,IR,1632798457,49,37.4747,57.329,60.76,4.9
383,oranjemund,9,NA,1632798457,91,-28.55,16.4333,52.45,11.23
384,vostok,100,RU,1632798458,94,46.4856,135.8833,56.59,1.57
385,vao,25,NC,1632798458,69,-22.6667,167.4833,68.14,10.98
386,fort saint james,95,NL,1632798458,89,52.6517,6.3861,53.96,7.18
387,port-cartier,100,CA,1632798459,93,50.0334,-66.8654,51.75,6.24
388,brewster,1,US,1632798459,65,41.3973,-73.6171,72.19,10.36
389,mujiayingzi,99,CN,1632798459,45,42.1167,118.7833,70.23,10.89
390,vardo,93,NO,1632798459,85,70.3705,31.1107,50.2,18.7
391,labuhan,66,ID,1632798460,53,-6.8844,112.2051,87.48,3.42
392,ancud,90,CL,1632798460,87,-41.8697,-73.8203,40.53,3.18
393,grand baie,100,US,1632798179,33,38.8755,-109.5012,74.59,2.64
394,paulo afonso,98,KE,1632798461,79,-0.7666,34.6,62.2,3.31
395,chibombo,75,ZM,1632798461,46,-14.6569,28.0706,68.07,5.66
396,shenkursk,94,RU,1632798461,95,62.1091,42.896,38.73,0.31
397,jhargram,88,IN,1632798462,86,22.45,86.9833,79.84,8.3
398,vanimo,92,PG,1632798462,78,-2.6741,141.3028,84.07,7.02
399,bekhtery,1,UA,1632798462,71,46.251,32.2927,46.0,7.9
400,praia da vitoria,0,CV,1632798462,78,14.9215,-23.5087,77.54,6.91
401,leningradskiy,100,RU,1632798463,94,69.3833,178.4167,25.72,8.08
402,chernyshevskiy,100,RU,1632798463,71,63.0128,112.4714,36.48,11.3
403,prince rupert,26,CA,1632798463,39,52.9669,-108.3847,64.51,7.83
404,chegdomyn,9,RU,1632798463,47,51.1167,133.0167,62.11,4.43
405,mana,21,GF,1632798464,82,5.6592,-53.7767,79.92,9.78
406,half moon bay,100,LR,1632798464,89,6.3807,-10.6953,75.09,0.49
407,saint-pierre,0,RE,1632798464,69,-21.3393,55.4781,69.44,8.05
408,mouzouras,0,GR,1632798464,72,35.5333,24.15,74.43,0.0
409,mbuguni,60,TZ,1632798465,79,-3.5667,36.95,62.01,3.69
410,southbridge,93,US,1632798279,86,42.0751,-72.0334,68.38,11.9
411,ambanja,16,MG,1632798465,74,-13.6833,48.45,69.71,3.31
412,brasilia de minas,0,BR,1632798224,56,-15.7797,-47.9297,68.92,1.14
413,skjervoy,100,NO,1632798465,75,70.0311,20.9714,51.93,11.52
414,shiyan,100,CN,1632798466,97,32.6475,110.7781,67.98,3.71
415,brownwood,75,US,1632798180,50,31.7093,-98.9912,82.17,6.91
416,mill creek,75,NL,1632798466,95,51.6822,5.7792,53.22,6.91
417,ulladulla,19,AU,1632798467,49,-35.35,150.4667,71.76,13.56
418,amapa,3,BR,1632798467,86,1.0,-52.0,70.38,2.46
419,pangody,60,RU,1632798467,67,65.85,74.4859,34.48,3.96
420,dabat,99,ET,1632798468,74,12.9842,37.765,52.21,4.47
421,yangshan,4,CN,1632798468,59,28.7615,115.0287,86.81,3.87
422,arlit,0,NE,1632798468,14,18.7369,7.3853,82.63,8.21
423,port hedland,38,CD,1632798360,61,-7.0349,29.7638,74.97,1.9
424,krompachy,75,SK,1632798469,94,48.9145,20.8751,53.98,3.49
425,paita,5,PE,1632798469,84,-5.0892,-81.1144,64.85,10.47
426,cukai,100,MY,1632798469,71,4.25,103.4167,84.31,3.76
427,paris,0,FR,1632798246,91,48.8534,2.3488,53.11,0.0
428,katherine,0,AU,1632798470,38,-14.4667,132.2667,95.32,10.36
429,brae,1,GB,1632798470,80,60.3964,-1.353,51.71,18.7
430,hoquiam,0,US,1632798470,97,46.9809,-123.8893,55.92,6.53
431,gazanjyk,2,TM,1632798471,47,39.2446,55.5154,62.13,9.31
432,senno,9,RU,1632798471,97,59.5336,33.9167,43.27,3.91
433,moranbah,0,AU,1632798471,29,-22.0016,148.0466,85.82,17.67
434,sinnamary,90,GF,1632798472,84,5.3833,-52.95,79.59,10.49
435,kavieng,77,PG,1632798472,68,-2.5744,150.7967,85.35,9.24
436,sobolevo,100,RU,1632798472,93,54.4299,31.8996,45.28,7.0
437,yarega,98,RU,1632798472,81,63.4354,53.5765,34.05,4.32
438,sola,42,VU,1632798473,81,-13.8833,167.55,79.12,17.85
439,jizan,7,SA,1632798473,75,17.3333,42.6667,84.07,2.21
440,vuktyl,100,RU,1632798474,74,63.8567,57.3094,36.14,3.38
441,tsumeb,83,NA,1632798474,20,-19.2333,17.7167,73.24,14.79
442,maumere,30,ID,1632798474,67,-8.6199,122.2111,83.79,1.88
443,tabou,98,CI,1632798475,92,4.423,-7.3528,75.51,7.74
444,bur gabo,26,DK,1632798475,95,56.365,8.4267,51.85,6.69
445,sao joao da barra,100,IN,1632798383,93,20.5113,76.2129,71.53,8.21
446,yamada,86,JP,1632798475,65,39.4667,141.95,69.01,9.51
447,tomatlan,100,MX,1632798476,93,19.9333,-105.25,76.59,1.41
448,makakilo city,40,US,1632798476,63,21.3524,-158.0865,81.75,9.22
449,socorro,1,US,1632798476,43,31.6546,-106.3033,79.45,0.0
450,sept-iles,100,CA,1632798415,94,50.2001,-66.3821,52.05,8.88
451,trenggalek,90,ID,1632798476,71,-8.05,111.7167,79.54,7.2
452,tabas,0,IR,1632798477,24,33.5959,56.9244,76.5,1.68
453,piranhas,27,BR,1632798477,45,-16.4269,-51.8222,79.32,3.4
454,mao,0,ES,1632798477,88,39.8885,4.2658,66.76,8.05
455,svetlogorsk,84,BY,1632798478,89,52.6333,29.7333,45.27,5.17
456,neiafu,40,TO,1632798478,73,-18.65,-173.9833,79.48,9.22
457,aksay,100,RU,1632798478,41,47.26,39.87,57.25,11.01
458,sidi ali,92,CF,1632798478,97,5.0829,19.8781,69.42,0.4
459,kununurra,97,AU,1632798479,34,-15.7667,128.7333,94.98,8.05
460,damietta,0,EG,1632798479,73,31.4165,31.8133,73.74,9.1
461,shakiso,100,ET,1632798479,80,5.75,38.9167,60.21,1.1
462,beloha,7,MG,1632798480,58,-25.1667,45.05,69.44,9.01
463,mayumba,100,GA,1632798480,89,-3.432,10.6554,75.45,5.41
464,mecca,92,SA,1632798480,52,21.4267,39.8261,82.81,4.36
465,nemuro,83,JP,1632798481,75,43.3236,145.575,59.56,16.04
466,chudniv,15,UA,1632798481,79,50.052,28.1175,43.21,3.67
467,bundaberg,90,AU,1632798481,61,-24.85,152.35,71.22,8.01
468,xining,0,CN,1632798252,46,36.6167,101.7667,59.97,0.07
469,lazarev,52,RU,1632798481,73,52.225,141.5131,61.9,7.38
470,codrington,94,AU,1632798482,57,-38.2667,141.9667,67.8,5.55
471,suleja,100,NG,1632798482,96,9.1758,7.1808,71.08,2.62
472,manacapuru,98,BR,1632798482,92,-3.2997,-60.6206,75.78,4.27
473,varhaug,0,NO,1632798483,82,58.6147,5.6457,52.9,8.46
474,xocali,43,AZ,1632798483,66,39.913,46.7903,55.87,3.04
475,awjilah,0,LY,1632798484,64,29.1081,21.2869,69.48,8.37
476,cockburn town,100,AU,1632798484,22,-32.0833,141.0,73.17,10.49
477,hede,46,CN,1632798484,66,33.7681,120.2517,80.44,3.65
478,deputatskiy,95,RU,1632798485,59,69.3,139.9,25.18,7.58
479,tahe,100,CN,1632798485,65,52.3333,124.7333,48.88,6.4
480,brigham city,100,CA,1632798486,98,45.2464,-72.8454,59.45,3.62
481,monroe,75,US,1632798190,79,43.1501,-77.6831,68.63,6.91
482,margate,3,GB,1632798486,83,51.3813,1.3862,54.7,13.56
483,trairi,71,BR,1632798323,83,-3.2778,-39.2689,79.12,11.61
484,razdolinsk,100,RU,1632798486,78,58.4211,94.6658,36.7,5.53
485,elizabethtown,1,US,1632798229,88,37.694,-85.8591,72.99,0.0
486,faya,6,SA,1632798487,28,18.3851,42.4509,57.72,3.02
487,pindiga,63,NG,1632798487,92,9.9833,10.9333,70.84,5.21
488,bentong,94,MY,1632798487,65,3.5181,101.9079,86.45,1.66
489,mitsamiouli,2,KM,1632798488,70,-11.3847,43.2844,77.16,5.32
490,port-gentil,93,GA,1632798488,83,-0.7193,8.7815,77.29,9.71
491,dehui,85,CN,1632798488,68,44.5333,125.7,68.88,12.66
492,inhambane,66,MZ,1632798489,85,-23.865,35.3833,70.57,8.93
493,berwick,69,US,1632798465,80,41.0545,-76.2333,66.06,3.4
494,mys shmidta,63,RU,1632798489,91,62.0589,48.6201,32.74,1.54
495,snezhnogorsk,93,RU,1632798489,90,69.1933,33.2531,31.78,9.84
496,tobol,100,KZ,1632798490,97,52.6844,62.5794,34.9,14.72
497,mogadishu,83,SO,1632798490,82,2.0371,45.3438,77.59,15.43
498,dzhebariki-khaya,0,RU,1632798490,48,62.2167,135.8,47.7,6.69
499,werda,49,BW,1632798491,26,-25.2667,23.2833,65.86,6.58
500,panlaitan,96,PH,1632798491,71,12.1191,119.8486,84.63,4.97
501,ketchikan,100,US,1632798491,99,55.3422,-131.6461,51.78,3.4
502,pangkalanbuun,38,ID,1632798492,67,-2.6833,111.6167,86.52,3.8
503,abu dhabi,94,IN,1632798492,77,24.6,72.7,71.62,5.17
504,pilisszentkereszt,94,HU,1632798492,98,47.6914,18.905,59.29,4.34
505,ennis,40,IE,1632798493,81,52.8436,-8.9864,51.06,10.36
506,elizabeth city,40,US,1632798226,60,40.664,-74.2107,72.95,13.0
507,malinovskiy,81,RU,1632798493,82,61.1953,62.8397,32.74,3.22
508,salalah,40,OM,1632798494,89,17.0151,54.0924,78.89,3.44
509,samarai,90,PG,1632798494,82,-10.6167,150.6667,79.93,12.03
510,gat,1,IL,1632798495,100,31.61,34.7642,72.39,4.45
511,marzuq,42,YE,1632798495,42,14.4,46.4667,75.06,0.49
512,alihe,97,CN,1632798495,59,50.5667,123.7167,58.19,8.95
513,nikolayevka,100,RU,1632798496,91,53.1257,47.2041,40.01,11.03
514,alim,74,PH,1632798496,73,9.5649,122.4876,84.81,8.05
515,nagar karnul,41,IN,1632798496,69,27.4333,77.1,85.48,9.62
516,atraulia,3,IN,1632798497,72,26.3333,82.95,85.42,8.52
517,manitouwadge,58,CA,1632798497,80,49.1215,-85.8403,43.32,3.83
518,dauphin,78,CA,1632798497,42,51.1494,-100.0502,67.37,6.98
519,tamasane,0,BW,1632798498,43,-22.4184,27.4013,64.62,3.31
520,saldanha,2,ZA,1632798498,78,-33.0117,17.9442,55.58,12.84
521,iquique,9,CL,1632798498,75,-20.2208,-70.1431,60.84,0.89
522,pandamatenga,0,BW,1632798499,43,-18.5278,25.627,65.82,5.53
523,adrar,0,MR,1632798499,11,20.5022,-10.0711,88.66,5.95
524,dicabisagan,23,PH,1632798499,64,17.0818,122.4157,88.36,6.85
525,ayr,40,GB,1632798500,81,55.4627,-4.6339,50.31,12.66
526,phan rang,100,TH,1632798500,79,19.5539,99.7405,77.81,1.79
527,acarau,93,BR,1632798500,84,-2.8856,-40.12,79.27,15.9
528,mayahi,1,NE,1632798501,37,13.9553,7.6712,82.69,6.17
529,mokhsogollokh,40,RU,1632798501,43,61.4681,128.9203,45.64,11.97
530,kralendijk,0,BQ,1632798501,83,12.15,-68.2667,82.38,10.36
531,jijiga,94,ET,1632798502,64,9.35,42.8,66.07,6.24
532,puerto madryn,0,ES,1632798502,91,36.5939,-6.233,64.54,3.44
533,astana,90,KZ,1632798502,93,51.1801,71.446,39.15,15.66
534,abu zabad,94,IN,1632798503,77,24.6,72.7,71.62,5.17
535,autun,23,FR,1632798503,94,46.95,4.3,51.24,0.83
536,rocha,100,UY,1632798503,98,-34.4833,-54.3333,54.9,1.74
537,kavaratti,100,IN,1632798503,78,10.5669,72.642,81.64,20.6
538,pedasi,100,PA,1632798504,81,7.5333,-80.0333,79.07,7.05
539,peniche,67,PT,1632798504,88,39.3558,-9.3811,64.62,15.79
540,pakxan,27,LA,1632798504,65,18.3778,103.6601,85.64,1.68
541,khetri,26,IN,1632798371,74,27.9833,75.8,81.61,8.75
542,teguldet,21,RU,1632798505,74,57.3064,88.1667,39.69,3.27
543,bridlington,50,GB,1632798505,83,54.0831,-0.1919,49.93,16.75
544,marawi,91,PH,1632798505,55,7.9986,124.2928,77.65,3.33
545,qasigiannguit,0,GL,1632798506,73,68.8193,-51.1922,21.45,5.28
546,raga,70,SS,1632798506,94,8.4596,25.678,69.55,3.44
547,kletskaya,98,RU,1632798506,85,49.3145,43.0584,48.49,6.33
548,tessalit,0,ML,1632798507,16,20.1986,1.0114,82.83,9.6
549,ekibastuz,100,KZ,1632798507,81,51.6667,75.3667,38.43,13.67
550,tilichiki,100,RU,1632798507,55,60.4667,166.1,42.78,8.66
551,talara,10,PE,1632798508,87,-4.5772,-81.2719,64.81,12.62
552,atemar,100,RU,1632798508,87,54.181,45.4091,38.05,13.49
553,harnosand,84,SE,1632798508,90,62.6323,17.9379,53.01,13.29
